method,ARI,AMI,FMI,unlabeled_pctg,cluster_num,pred_type_max_pctg,supervised,dataset,complexity,entropy,seq_depth_med,seq_depth_IQR,cell_types,cell_type_max_pctg,sparsity,sample_num,gene_num,quantile,assigned
garnett...40,0.0012991952361059707,0.09772381828620502,0.43750186052334333,NA,NA,NA,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,FALSE
singleR...41,0.8522062409630121,0.8078808781770045,0.8905266973679776,NA,NA,NA,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,FALSE
cellassign...42,0.7721381915816151,0.7295299875003085,0.8289257364585384,NA,NA,NA,TRUE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,FALSE
seurat...43,0.594197923564308,0.6650765232954531,0.6922656941188476,NA,NA,NA,FALSE,Muraro_pancreas,0.5564127861613686,1.632560737479132,2.7133750455784016,1.317259580602684,7,0.39869281045751637,0.7900575759524704,612,18902,0.3,NA
tscan...44,0.46741920048357766,0.49717713925103363,0.5814031042403506,NA,NA,NA,FALSE,Muraro_pancreas,0.5564127861613686,1.632560737479132,2.7133750455784016,1.317259580602684,7,0.39869281045751637,0.7900575759524704,612,18902,0.3,NA
sc3...45,0.8735170780616721,0.836415967690883,0.9033436230492514,NA,NA,NA,FALSE,Muraro_pancreas,0.5564127861613686,1.632560737479132,2.7133750455784016,1.317259580602684,7,0.39869281045751637,0.7900575759524704,612,18902,0.3,NA
liger...46,0.44323607636236767,0.5232008190473698,0.5991643338346889,NA,NA,NA,FALSE,Muraro_pancreas,0.5564127861613686,1.632560737479132,2.7133750455784016,1.317259580602684,7,0.39869281045751637,0.7900575759524704,612,18902,0.3,NA
seurat...47,0.5989025871892919,0.7025653732948639,0.7125502515334231,NA,NA,NA,FALSE,Muraro_pancreas,0.5564127861613686,1.632560737479132,2.7133750455784016,1.317259580602684,7,0.39869281045751637,0.7900575759524704,612,18902,0.3,TRUE
tscan...48,0.5693228662570088,0.5420751656448989,0.6815842311050293,NA,NA,NA,FALSE,Muraro_pancreas,0.5564127861613686,1.632560737479132,2.7133750455784016,1.317259580602684,7,0.39869281045751637,0.7900575759524704,612,18902,0.3,TRUE
sc3...49,0.938554235024876,0.9176123348750934,0.9560210264166,NA,NA,NA,FALSE,Muraro_pancreas,0.5564127861613686,1.632560737479132,2.7133750455784016,1.317259580602684,7,0.39869281045751637,0.7900575759524704,612,18902,0.3,TRUE
